09:42:24.615 logback [main] INFO  com.andlinks.mybatis.Start - Starting Start on 猪的电脑 with PID 83848 (F:\zoe\springboot-mybatis-xml\target\classes started by Administrator in F:\zoe\springboot-mybatis-xml)
09:42:29.273 logback [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
09:42:29.511 logback [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default'
09:42:29.552 logback [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
09:42:29.645 logback [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final}
09:42:29.646 logback [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
09:42:29.647 logback [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
09:42:29.705 logback [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
09:42:30.043 logback [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
09:42:30.569 logback [main] INFO  o.h.tool.hbm2ddl.SchemaUpdate - HHH000228: Running hbm2ddl schema update
09:42:31.911 logback [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
09:42:32.197 logback [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory
09:42:32.839 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/activeUser],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.andlinks.mybatis.controller.ActiveUserController.activeUser(javax.servlet.http.HttpServletRequest,org.springframework.web.servlet.ModelAndView)
09:42:32.844 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/register],methods=[POST]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.register(com.andlinks.mybatis.entity.vo.RegisterVO,org.springframework.validation.BindingResult,java.lang.Long)
09:42:32.844 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/role],methods=[GET]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.getRole()
09:42:32.844 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/user],methods=[POST]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.addUser(com.andlinks.mybatis.entity.vo.UserVO,org.springframework.validation.BindingResult,java.lang.Long)
09:42:32.844 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/roles],methods=[POST]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.addRole(com.andlinks.mybatis.entity.SysRoleDO,java.lang.Long[])
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/permission],methods=[POST]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.addPermission(com.andlinks.mybatis.entity.SysPermissionDO)
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/permission],methods=[DELETE]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.deletePermission(java.lang.Long)
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/user],methods=[GET]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.getUsers(org.springframework.data.domain.Pageable)
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/role/page],methods=[GET]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.getRolePage(org.springframework.data.domain.Pageable)
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/permission],methods=[PUT]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.updatePermission(java.lang.Long,java.lang.String,java.lang.String)
09:42:32.845 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/role],methods=[PUT]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.updateRole(java.lang.Long,com.andlinks.mybatis.entity.SysRoleDO)
09:42:32.846 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sys/permission/page],methods=[GET]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.SysController.getPagePermission(org.springframework.data.domain.Pageable)
09:42:32.846 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/helloWorld]}" onto public java.lang.String com.andlinks.mybatis.controller.TemplateController.index()
09:42:32.846 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/say],methods=[GET]}" onto public java.lang.String com.andlinks.mybatis.controller.TemplateController.say(java.util.Locale,org.springframework.ui.Model)
09:42:32.846 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hi],methods=[GET]}" onto public org.springframework.web.servlet.ModelAndView com.andlinks.mybatis.controller.TemplateController.helloHtml(org.springframework.ui.ModelMap)
09:42:32.847 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/userOperation/login],methods=[GET]}" onto public com.andlinks.mybatis.common.ResultData com.andlinks.mybatis.controller.UserOperationController.login(java.lang.String,java.lang.String) throws java.text.ParseException
09:42:32.847 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/v2/api-docs],methods=[GET]}" onto public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2Controller.getDocumentation(java.lang.String)
09:42:32.852 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/configuration/security]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.SecurityConfiguration> springfox.documentation.swagger.web.ApiResourceController.securityConfiguration()
09:42:32.853 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/swagger-resources]}" onto org.springframework.http.ResponseEntity<java.util.List<springfox.documentation.swagger.web.SwaggerResource>> springfox.documentation.swagger.web.ApiResourceController.swaggerResources()
09:42:32.854 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/configuration/ui]}" onto org.springframework.http.ResponseEntity<springfox.documentation.swagger.web.UiConfiguration> springfox.documentation.swagger.web.ApiResourceController.uiConfiguration()
09:42:32.856 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
09:42:32.856 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
09:42:33.224 logback [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@c730b35: startup date [Tue Feb 27 09:42:24 CST 2018]; root of context hierarchy
09:42:33.268 logback [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
09:42:33.268 logback [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
09:42:33.302 logback [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
09:42:33.554 logback [main] INFO  o.s.b.a.w.WebMvcAutoConfiguration$WelcomePageHandlerMapping - Adding welcome page: class path resource [static/index.html]
09:42:34.035 logback [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
09:42:34.037 logback [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
09:42:34.043 logback [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
09:42:34.051 logback [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
09:42:34.066 logback [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found {0} custom documentation plugin(s)
09:42:34.073 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
09:42:34.076 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method activeUser was active-user-controller
09:42:34.077 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: activeUser belongs to groups: [[ResourceGroup{groupName='active-user-controller', position=0, controller=com.andlinks.mybatis.controller.ActiveUserController}]] 
09:42:34.078 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method index was template-controller
09:42:34.078 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: index belongs to groups: [[ResourceGroup{groupName='template-controller', position=0, controller=com.andlinks.mybatis.controller.TemplateController}]] 
09:42:34.079 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method helloHtml was template-controller
09:42:34.079 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: helloHtml belongs to groups: [[ResourceGroup{groupName='template-controller', position=0, controller=com.andlinks.mybatis.controller.TemplateController}]] 
09:42:34.079 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method say was template-controller
09:42:34.079 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: say belongs to groups: [[ResourceGroup{groupName='template-controller', position=0, controller=com.andlinks.mybatis.controller.TemplateController}]] 
09:42:34.079 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getPagePermission was sys-controller
09:42:34.079 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getPagePermission belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.079 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addPermission was sys-controller
09:42:34.079 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addPermission belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.080 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method deletePermission was sys-controller
09:42:34.080 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: deletePermission belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.080 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method updatePermission was sys-controller
09:42:34.080 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: updatePermission belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.080 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method register was sys-controller
09:42:34.080 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: register belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.080 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getRolePage was sys-controller
09:42:34.080 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getRolePage belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.081 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getRole was sys-controller
09:42:34.081 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getRole belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.081 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method updateRole was sys-controller
09:42:34.081 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: updateRole belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.081 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addRole was sys-controller
09:42:34.081 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addRole belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.082 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addUser was sys-controller
09:42:34.082 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: addUser belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.082 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method getUsers was sys-controller
09:42:34.082 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: getUsers belongs to groups: [[ResourceGroup{groupName='sys-controller', position=0, controller=com.andlinks.mybatis.controller.SysController}]] 
09:42:34.082 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method login was user-operation-controller
09:42:34.082 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Request mapping: login belongs to groups: [[ResourceGroup{groupName='user-operation-controller', position=0, controller=com.andlinks.mybatis.controller.UserOperationController}]] 
09:42:34.085 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/sys-controller Description: sys-controller Position: 0
09:42:34.086 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/user-operation-controller Description: user-operation-controller Position: 0
09:42:34.086 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/template-controller Description: template-controller Position: 0
09:42:34.087 logback [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Created resource listing Path: /default/active-user-controller Description: active-user-controller Position: 0
09:42:34.102 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: org.springframework.web.servlet.ModelAndView(true)
09:42:34.102 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key org.springframework.web.servlet.ModelAndView(true)
09:42:34.107 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: org.springframework.web.servlet.ModelAndView(true)
09:42:34.107 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key org.springframework.web.servlet.ModelAndView(true)
09:42:34.138 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: org.springframework.web.servlet.ModelAndView(true)
09:42:34.138 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key org.springframework.web.servlet.ModelAndView(true)
09:42:34.140 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: org.springframework.web.servlet.ModelAndView(true)
09:42:34.140 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key org.springframework.web.servlet.ModelAndView(true)
09:42:34.141 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: org.springframework.web.servlet.View(true)
09:42:34.141 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key org.springframework.web.servlet.View(true)
09:42:34.143 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: org.springframework.web.servlet.View(true)
09:42:34.143 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key org.springframework.web.servlet.View(true)
09:42:34.144 logback [main] INFO  s.d.s.web.OperationsKeyGenerator - Cache key generated: /activeUser.com.andlinks.mybatis.controller.ActiveUserController.activeUser.DefaultGenericTypeNamingStrategy
09:42:34.144 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache operations with key /activeUser.com.andlinks.mybatis.controller.ActiveUserController.activeUser.DefaultGenericTypeNamingStrategy
09:42:34.157 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method activeUser was active-user-controller
09:42:34.166 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method activeUser was active-user-controller
09:42:34.178 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.178 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.179 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.179 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.180 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.180 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.180 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.180 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.181 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.181 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.181 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.181 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.183 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.183 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.184 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.184 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.184 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.184 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.186 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.186 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.186 logback [main] INFO  s.d.s.web.OperationsKeyGenerator - Cache key generated: /sys/permission.com.andlinks.mybatis.controller.SysController.addPermission.DefaultGenericTypeNamingStrategy
09:42:34.186 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache operations with key /sys/permission.com.andlinks.mybatis.controller.SysController.addPermission.DefaultGenericTypeNamingStrategy
09:42:34.189 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addPermission was sys-controller
09:42:34.190 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addPermission was sys-controller
09:42:34.191 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysRoleDO(false)
09:42:34.192 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.193 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.193 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.193 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.SysPermissionDO(false)
09:42:34.193 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.193 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.194 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.common.ResultData(true)
09:42:34.194 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.andlinks.mybatis.common.ResultData(true)
09:42:34.194 logback [main] INFO  s.d.s.web.OperationsKeyGenerator - Cache key generated: /sys/roles.com.andlinks.mybatis.controller.SysController.addRole.DefaultGenericTypeNamingStrategy
09:42:34.194 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache operations with key /sys/roles.com.andlinks.mybatis.controller.SysController.addRole.DefaultGenericTypeNamingStrategy
09:42:34.196 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addRole was sys-controller
09:42:34.197 logback [main] INFO  s.d.s.w.ClassOrApiAnnotationResourceGrouping - Group for method addRole was sys-controller
09:42:34.198 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.198 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache models with key com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.198 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.198 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.203 logback [main] INFO  s.d.schema.ModelContextKeyGenerator - Cache Key Generated: com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.203 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelDependencies with key com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.203 logback [main] INFO  s.d.s.p.ModelPropertiesKeyGenerator - Cache key generated: com.andlinks.mybatis.entity.vo.UserVO(false)
09:42:34.203 logback [main] INFO  s.d.spring.web.caching.CachingAspect - Caching aspect applied for cache modelProperties with key com.andlinks.mybatis.entity.vo.UserVO(false)
